page_marker;row_no;material;alias;regime;property;value;unit;effect;source;raw_comment
PAGE 5;273;12Х18Н10Т;AISI 321;закалка;твердость;210;HV;increase;Центр механических испытаний ЦМИ-4;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 210 HV; эффект указан как increase."
PAGE 5;274;12Х18Н10Т;AISI 321;закалка;твердость;240;HV;increase;Центр механических испытаний ЦМИ-4;"Для материала 12Х18Н10Т при режиме закалка зафиксировано свойство «твердость»: 240 HV; эффект указан как increase."
PAGE 5;275;12Х18Н10Т;AISI 321;растворный отжиг;коррозионная стойкость;;;not reported;Центр механических испытаний ЦМИ-4;Для материала 12Х18Н10Т после режима растворный отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
PAGE 5;276;30ХГСА;30KhGSA;отпуск;прочность;1560;MPa;increase;Группа коррозионных испытаний КОР-1;"Для  материала  30ХГСА  при  режиме  отпуск  зафиксировано  свойство  «пpочнoсть»:  1560  МРа;  эффект  указан  как  increase."
PAGE 5;277;30ХГСА;30KhGSA;закалка;твердость;45;HRC;increase;Центр механических испытаний ЦМИ-4;"For 30KhGSA, quenching produced hardness = 45 HRC; the reported effect was increase."
PAGE 5;278;В95;Al-Zn-Mg-Cu;старение;предел текучести;505;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала В95 при режиме старение зафиксировано свойство «предел текучести»: 505 MPa; эффект указан как increase."
PAGE 5;279;15-5PH;15-5PH;старение;твердость;42;HRC;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме старение зафиксировано свойство «твердость»: 42 HRC; эффект указан как increase."
PAGE 5;280;15-5PH;15-5PH;отпуск;усталостный предел;640;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала 15-5PH при режиме отпуск зафиксировано свойство «усталостный предел»: 640 MPa; эффект указан как increase."
PAGE 5;281;ВТ6;Ti-6Al-4V;отжиг;прочность;980;MPa;increase;Отдел металлографии ОМГ-3;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 980 MPa; эффект указан как increase."
PAGE 5;282;ВТ6;Ti-6Al-4V;отжиг;прочность;1120;MPa;increase;Лаборатория термообработки ЛТ-2;"Для материала ВТ6 при режиме отжиг зафиксировано свойство «прочность»: 1120 MPa; эффект указан как increase."
PAGE 5;283;ВТ6;Ti-6Al-4V;старение;твердость;348;HV;increase;Лаборатория термообработки ЛТ-2;"Для  материала  BT6  при  режиме  старение  зафиксировано  свойство  «твeрдocть»:  348  HV;  эффект  указан  как  increase."
PAGE 5;284;ВТ6;Ti-6Al-4V;отжиг;коррозионная стойкость;;;not measured;Отдел металлографии ОМГ-3;Для материала ВТ6 после режима отжиг показатель «коррозионная стойкость» явно не измерялся в данной серии.
